0,1,2,3,4,5,6
事務を執る,じむをとる,exp v5r,v5,2,to do (attend to) business,1885180
事務を見る,じむをみる,exp v1,v1,2,to attend to business,1885190
事実に照らして,じじつにてらして,exp,,2,in view of the facts,1884720
事実は小説よりも奇なり,じじつはしょうせつよりもきなり,exp,,1,truth is stranger than fiction,2111710
事実は小説より奇なり,じじつはしょうせつよりきなり,exp,,2,truth is stranger than fiction,2111700
事実を曲げる,じじつをまげる,exp v1,v1,2,to falsify a fact,1884760
事実を調べる,じじつをしらべる,exp v1,v1,2,to investigate the facts,1884750
事寄せて,ことよせて,exp,,2,on the plea of under the pretext of,1313630
事情が事情なだけに,じじょうがじじょうなだけに,exp,,1,given the circumstances such being the case,2826366
事情を話す,じじょうをはなす,exp v5s,v5,2,to explain the situation,1884780
事改めて,ことあらためて,exp,,3,anew,1817630
事故にあう,じこにあう,exp v5u,v5,2,to have an accident to meet with an accident,2170860
事象の地平線,じしょうのちへいせん,exp n astron,,2,event horizon,2718550
二つに一つ,ふたつにひとつ,exp,,3,"one of two (possibilities, alternatives, etc.)",2394950
二つ折りにする,ふたつおりにする,exp vs-i,vs,3,to fold in two to fold in half to double up,2213600
二の句が継げない,にのくがつげない,exp,,3,at a loss for words dumbfounded struck dumb,1461260
二の足を踏む,にのあしをふむ,exp v5m,v5,4,to hesitate to think twice to shy or flinch,1461300
二人暮らし,ふたりぐらし,exp,,2,two people living together,2599590
二兎を追う者は一兎をも得ず,にとをおうものはいっとをもえず,exp proverb,,1,He who runs after two hares will catch neither,2419260
二分の一,にぶんのいち,exp n,,2,a half,2004250
二君に仕えず,にくんにつかえず,exp,,1,to not serve two masters,1899810
二四六九士,にしむくさむらい,exp,,2,"mnemonic for remembering the months with fewer than 31 days (ni, shi, mu, ku, etc.)",2682050
二度あることは三度ある,にどあることはさんどある,exp id,,2,What happens twice will happen thrice,2419270
二本建て,にほんだて,exp,,4,dual system double standard,1463140
二河白道,にがびゃくどう,exp Buddh,,2,"metaphor in which the road to paradise is likened to a white road between two rivers, one of water (wrath) and one of fire (greed)",2553630
二者択一を迫られる,にしゃたくいつをせまられる,exp v1,v1,1,to be faced with the choice between two alternatives to be presented with two difficult choices,2227580
二股かける,ふたまたかける,exp v1,v1,3,to two-time to play it both ways to sit on the fence,2266720
二股をかける,ふたまたをかける,exp v1,v1,2,to play it both ways to sit on the fence to two-time,2126780
二言三言言う,ふたことみこという,exp v5u,v5,1,to say a few words,2055990
二足のわらじ,にそくのわらじ,exp,,3,many irons in the fire engaged in two trades at the same time wearing two hats,1462640
二軒建て,にけんだて,exp,,3,duplex (house),1461590
二進も三進も,にっちもさっちも,exp adv uk,,5,in no way,1462430
二階から目薬,にかいからめぐすり,exp,,3,something that cannot be done no matter how hard one tries (and is slightly frustrating because of this),2140170
云々,うんぬん,exp,,9,and so on and so forth et cetera and such and the like,1588630
五分の一,ごぶんのいち,exp n,,3,one fifth part,2015560
五十歩百歩,ごじゅっぽひゃっぽ,exp n,,5,six of one and a half dozen of the other scant difference,1268340
五十知命,ごじゅうちめい,exp yoji,,1,"At age fifty, one comes to know the will of Heaven. (Confucius)",2045190
五族協和,ごぞくきょうわ,n exp yoji,,1,"harmony of the five races official policy of Manchukuo (Manchurians, Han, Mongolians, Koreans, Japanese)",2706210
井の中の蛙,いのなかのかわず,exp,,4,person who is ignorant of the real world frog in a well,2248170
井の中の蛙大海を知らず,いのなかのかわずたいかいをしらず,exp proverb,,3,the frog in the well knows nothing of the great ocean,1160300
井蛙の見,せいあのけん,exp n,,1,narrow perspective,2639650
井蛙は以って海を語る可からず,せいあはもってうみをかたるべからず,exp proverb,,1,a narrow-minded person cannot understand the ways of the world a frog in the well cannot understand the ocean even if it is explained to it,2832631
亡き者にする,なきものにする,exp vs-i,vs,3,to kill,2737280
交代で,こうたいで,exp,,3,alternately by turns,1272220
交喙の嘴,いすかのはし,exp n adj-no,,2,something contradictory and different from what one expected crossbill's bill,2575160
交際中,こうさいちゅう,exp,,2,in a relationship,2393550
京の着倒れ,きょうのきだおれ,exp,,1,financially ruining oneself by buying too many clothes (as a fabled tendency of the people of Kyoto),2201280
亭主の好きな赤烏帽子,ていしゅのすきなあかえぼし,exp arch,,-99,"Family members should fall into line with the head of the family even if his taste is a little odd, like wearing a red eboshi, which is ordinarily black",2149880
人がいい,ひとがいい,exp adj-ix,,2,generous soft-hearted having a good personality,2250200
人が群れる,ひとがむれる,exp v1,v1,1,to be crowded with people,1904070
人が良い,ひとがよい,exp adj-i,adj-i,2,generous soft-hearted having a good personality,2827409
人ごとでは無い,ひとごとではない,exp,,1,it's not just someone else's problem,2118000
人たる道に背く,ひとたるみちにそむく,exp v5k obsc,v5,1,to stray from the path of righteousness,1904160
人には添うて見よ馬には乗って見よ,ひとにはそうてみようまにはのってみよ,exp proverb,,1,"you can't judge someone until you've spent time with them you can't judge something until you've tried it judge a man by living with him, and try a horse by riding him",2422970
人のいい,ひとのいい,exp adj-ix,,1,of good character kindhearted good natured,2827385
人のふり見てわがふり直せ,ひとのふりみてわがふりなおせ,exp id,,3,One man's fault is another's lesson,2418230
人のふんどしで相撲を取る,ひとのふんどしですもうをとる,exp v5r id,v5,3,to profit at someone else's expense to rob Peter to pay Paul to take risks with other people's money,2788200
人のよい,ひとのよい,exp adj-i,adj-i,1,of good character kindhearted good-natured,1366480
人の事をいう,ひとのことをいう,exp v5u,v5,1,to find fault with other people rather than oneself the pot calling the kettle black,2119230
人の口,ひとのくち,exp,,1,what people say rumours public opinion,2156900
人の口には戸が立てられない,ひとのくちにはとがたてられない,exp,,1,you can't control what people say you can't stop rumours (rumors),2156910
人の口に戸は立てられず,ひとのくちにとはたてられず,exp id,,1,People will talk,2418220
人の噂も七十五日,ひとのうわさもしちじゅうごにち,exp proverb,,4,a wonder lasts but nine days gossip lasts just 75 days,2418210
人の心を読む,ひとのこころをよむ,exp v5m,v5,2,to read a person's thoughts to guess what a person is thinking,1904330
人の蠅を追うより己の蠅を追え,ひとのはえをおうよりおのれのはえをおえ,exp proverb,,1,take care of yourself before you take care of others wave off your own flies before you wave off somebody else's flies,2418240
人の金,ひとのかね,exp n,,1,other people's money,1904310
人の金玉を握る,ひとのきんたまをにぎる,exp v5r,v5,1,to grab a person by his vulnerable spot to curry favour with one's superior to curry favor with one's superior,1366460
人の頭に立つ,ひとのかしらにたつ,exp v5t,v5,2,to stand at the head of others,1904300
人はパンのみにて生くる者に非ず,ひとはパンのみにていくるものにあらず,exp proverb,,2,Man shall not live by bread alone,2418250
人は一代名は末代,ひとはいちだいなはまつだい,exp id,,1,Worthy men shall be remembered,2418260
人は情け,ひとはなさけ,exp id,,1,One good turn deserves another,2418280
人は見かけによらぬもの,ひとはみかけによらぬもの,exp id,,2,appearances can be deceiving don't judge a book by its cover,2418270
人もあろうに,ひともあろうに,exp,,1,of all people,2274750
人より,ひとより,exp adv col,,1,more than most people more than other people compared with other people more than others,2692710
人らしい,ひとらしい,exp,,4,like a decent person human,1366490
人を人とも思わない,ひとをひとともおもわない,exp,,1,disdaining everybody not caring an ounce about other people's feelings,2126580
人を使う,ひとをつかう,exp v5u,v5,3,to take a person in one's service to employ,1904550
人を呪わば穴二つ,ひとをのろわばあなふたつ,exp proverb,,1,"A curse will rebound on yourself as well Curses, like chickens, come home to roost",2418320
人を得る,ひとをえる,exp v1,v1,2,to employ the right person to choose somebody with the right qualities,1904500
人を怨むより身を怨め,ひとをうらむよりみをうらめ,exp proverb,,1,"it is easier to blame than do better instead of resenting others, resent yourself",2418290
人を死に致す,ひとをしにいたす,exp v5s arch,v5,-99,to cause the death of a person,1904530
人を見たら泥棒と思え,ひとをみたらどろぼうとおもえ,exp proverb,,2,don't trust strangers always assume the worst (of people),2418300
人を見て法を説く,にんをみてほうをとく,exp v5k,v5,1,to suit one's speech to the audience,2418310
人を見て法を説け,ひとをみてほうをとけ,exp,,2,Suit your speech to the audience,2580740
人を見る目,ひとをみるめ,exp,,1,an eye for people the ability to judge character,2401980
人を誤る,ひとをあやまる,exp v5r,v5,1,to mislead a person,1904490
人を陥れる,ひとをおとしいれる,exp v1,v1,1,to entrap a person,1904510
人を食った,ひとをくった,exp adj-f,,1,arrogant insolent disdainful,2126570
人事を尽くして天命を待つ,じんじをつくしててんめいをまつ,exp v5t proverb,v5,3,"Man proposes, God disposes Man does what man can do then awaits the verdict of heaven or fate",2088230
人前で,ひとまえで,exp,,5,in public in company,1368500
人口に膾炙する,じんこうにかいしゃする,exp vs-i,vs,3,to be on everyone's lips to be well-known to be famous,1367310
